run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
13/09/2018 11:19,201807,ABERDEEN,BULGARIA,BURGAS,BH AIR,C,17,0,0,5.882353,58.823529,29.411765,5.882353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.882353,17,76.470588,7.647059
13/09/2018 11:19,201807,ABERDEEN,LATVIA,RIGA,AIR BALTIC,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,19.000000
13/09/2018 11:19,201807,ABERDEEN,LATVIA,RIGA,AIR BALTIC,S,18,0,0,0.000000,38.888889,50.000000,11.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.611111,25,72.000000,10.840000
13/09/2018 11:19,201807,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,18,0,0,5.555556,11.111111,5.555556,27.777778,38.888889,11.111111,0.000000,0.000000,0.000000,0.000000,0.000000,33.888889,26,92.307692,2.961538
13/09/2018 11:19,201807,ABERDEEN,POLAND,WARSAW (CHOPIN),WIZZ AIR,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,41.176471,23.294118
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,62,0,0,1.612903,66.129032,22.580645,0.000000,3.225806,3.225806,3.225806,0.000000,0.000000,0.000000,0.000000,9.806452,62,85.483871,9.274194
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,160,0,1,1.242236,42.857143,35.403727,6.832298,3.105590,5.590062,4.347826,0.000000,0.000000,0.000000,0.621118,14.868750,216,77.777778,15.837963
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,S,42,0,2,2.272727,40.909091,25.000000,4.545455,11.363636,6.818182,4.545455,0.000000,0.000000,0.000000,4.545455,21.571429,59,71.186441,31.237288
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,EASTERN AIRWAYS,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50,76.000000,19.660000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,45,0,7,15.384615,15.384615,30.769231,13.461538,3.846154,5.769231,1.923077,0.000000,0.000000,0.000000,13.461538,15.711111,0,0.000000,0.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,EDINBURGH,FLYBE LTD,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,47.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,30.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118,70.338983,18.610169
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,FLYBE LTD,S,120,0,8,6.250000,34.375000,26.562500,7.031250,10.937500,4.687500,3.906250,0.000000,0.000000,0.000000,6.250000,18.258333,0,0.000000,0.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,JERSEY,FLYBE LTD,S,8,0,0,0.000000,37.500000,25.000000,12.500000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.750000,10,90.000000,8.500000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,S,191,0,0,16.230366,48.691099,24.607330,3.141361,3.664921,3.664921,0.000000,0.000000,0.000000,0.000000,0.000000,5.753927,186,86.021505,8.725806
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,LEEDS BRADFORD,EASTERN AIRWAYS,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,0.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,LEEDS BRADFORD,EASTERN AIRWAYS,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36,72.222222,11.638889
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET AIRLINE COMPANY LTD,S,16,0,0,12.500000,0.000000,43.750000,6.250000,12.500000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.687500,76,44.736842,39.907895
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET UK LTD,S,60,0,2,0.000000,19.354839,33.870968,11.290323,16.129032,12.903226,3.225806,0.000000,0.000000,0.000000,3.225806,27.266667,0,0.000000,0.000000
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,S,397,0,3,2.500000,47.250000,27.750000,9.750000,8.250000,2.000000,0.750000,0.750000,0.250000,0.000000,0.750000,14.161209,438,87.214612,7.089041
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,HEATHROW,FLYBE LTD,S,170,0,0,24.117647,36.470588,22.352941,7.647059,4.705882,1.176471,2.941176,0.588235,0.000000,0.000000,0.000000,10.152941,156,91.025641,5.487179
13/09/2018 11:19,201807,ABERDEEN,UNITED KINGDOM,LONDON CITY,FLYBE LTD,S,93,0,4,0.000000,15.463918,47.422680,11.340206,17.525773,4.123711,0.000000,0.000000,0.000000,0.000000,4.123711,15.989247,103,95.145631,5.631068
