run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
20/12/2019 11:56,201910,ABERDEEN,CANADA,TORONTO,SUNWING AIRLINES INC,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0,0.000000,0.000000
20/12/2019 11:56,201910,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,26,0,0,7.692308,30.769231,53.846154,0.000000,7.692308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.615385,18,66.666667,14.166667
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,52,0,0,1.923077,38.461538,42.307692,3.846154,1.923077,7.692308,0.000000,3.846154,0.000000,0.000000,0.000000,16.942308,50,100.000000,1.400000
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,148,0,0,2.702703,50.675676,33.783784,6.756757,3.378378,0.675676,2.027027,0.000000,0.000000,0.000000,0.000000,7.486486,162,87.654321,9.598765
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50,69.230769,20.040000
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,S,54,0,0,3.703704,44.444444,37.037037,9.259259,1.851852,0.000000,3.703704,0.000000,0.000000,0.000000,0.000000,9.962963,0,0.000000,0.000000
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,17.021277,21.416667
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,S,2,0,0,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000,122.000000,0,0.000000,0.000000
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,EXETER,EUROPE AIRPOST,C,1,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,0,0.000000,0.000000
20/12/2019 11:56,201910,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,FLYBE LTD,S,110,0,27,21.897810,20.437956,10.218978,7.299270,9.489051,6.569343,2.919708,1.459854,0.000000,0.000000,19.708029,24.427273,124,55.172414,25.427419
